Player,Position,Year_Recruited,Stars,Team,Team_Played_For,Year_Played,TD
Jordan Johnson,RB,2018,2,Buffalo,BUFF,2018,6
Jordan Johnson,OG,2018,2,Buffalo,BUFF,2018,12
Jordan Johnson,OG,2018,2,Buffalo,BUFF,2018,6
Jordan Johnson,WR,2020,4,Buffalo,BUFF,2020,12
Jordan Johnson,WR,2020,4,Buffalo,BUFF,2020,6
Jordan Johnson,APB,2020,3,Buffalo,BUFF,2020,12
Jordan Johnson,APB,2020,3,Buffalo,BUFF,2020,6
Tavon Young,CB,2011,2,Temple,TEM,2010,1
Anthony Rice,WR,2011,2,Central Michigan,CMU,2010,4
Devon Brown,S,2011,2,Wake Forest,WF,2010,6
Devon Brown,WR,2013,2,Wake Forest,WF,2013,6
Montres Kitchens,ATH,2011,2,Troy,TROY,2010,1
Conor Hundley,RB,2011,2,Akron,AKR,2010,10
Derrick Kindred,S,2011,2,TCU,TCU,2010,1
Trey Dudley-Giles,S,2011,2,UMass,MASS,2010,0
Shaun Wick,S,2011,2,Wyoming,WYO,2010,9
Jayshawn Jordan,CB,2011,2,Idaho,IDHO,2010,0
Leon Allen,ATH,2011,2,Western Kentucky,WKU,2010,13
Leon Allen,ATH,2011,2,Western Kentucky,WKU,2010,0
Devante Davis,S,2011,2,Nevada-Las Vegas,UNLV,2010,14
Devante Davis,S,2011,2,Nevada-Las Vegas,UNLV,2010,4
Devante Davis,S,2011,2,Nevada-Las Vegas,UNLV,2010,0
Devante Davis,OLB,2014,2,Nevada-Las Vegas,UNLV,2014,14
Devante Davis,OLB,2014,2,Nevada-Las Vegas,UNLV,2014,4
Devante Davis,OLB,2014,2,Nevada-Las Vegas,UNLV,2014,0
John Ursua,ATH,2011,2,Hawaii,HAW,2010,16
Andre Anderson,ATH,2011,2,Tulane,TULN,2010,8
Cranston Jones,CB,2011,2,New Mexico,UNM,2010,0
Darius Jackson,S,2011,2,Eastern Michigan,EMU,2010,14
Darius Jackson,S,2011,2,Eastern Michigan,EMU,2010,0
Darius Jackson,CB,2020,3,Eastern Michigan,EMU,2020,14
Darius Jackson,CB,2020,3,Eastern Michigan,EMU,2020,0
Karson Roberts,ATH,2011,2,Air Force,AF,2010,11
David Reed,OLB,2011,2,Utah,UTAH,2010,5
Jordan Reid,WR,2011,2,Ohio,OHIO,2010,6
Jordan Reid,OG,2016,3,Ohio,OHIO,2015,6
Charles Jones,RB,2011,2,Kansas State,KSST,2010,0
Charles Jones,TE,2014,2,Kansas State,KSST,2014,0
Charles Jones,RB,2016,2,Kansas State,KSST,2015,0
Marteze Waller,RB,2011,2,Fresno State,FRES,2010,11
Marteze Waller,RB,2011,2,Fresno State,FRES,2010,5
Josh Lambert,K,2011,2,West Virginia,WVU,2010,0
Orion Stewart,CB,2011,2,Baylor,BAY,2010,0
Orion Stewart,CB,2011,2,Baylor,BAY,2010,1
Austin Lopez,K,2011,2,San Jose State,SJSU,2010,0
Carlos Harris,WR,2011,2,North Texas,UNT,2010,3
Carlos Harris,WR,2011,2,North Texas,UNT,2010,7
Austin Grebe,K,2011,2,Navy,NAVY,2010,0
Toran Davis,S,2011,2,Ohio,OHIO,2010,0
Kenny Allen,P,2011,2,Michigan,MICH,2010,0
Kenny Golladay,WR,2011,2,Northern Illinois,NIU,2010,10
Kenny Golladay,WR,2011,2,Northern Illinois,NIU,2010,8
Andy Pappanastos,K,2011,2,Alabama,ALA,2010,0
Evan Sobiesk,K,2011,1,Mississippi State,MSST,2010,0
Marion Grice,RB,2011,4,Arizona State,AZST,2010,14
Marion Grice,RB,2011,4,Arizona State,AZST,2010,0
Damien Williams,RB,2011,3,Oklahoma,OKLA,2010,11
Bo Wallace,DUAL,2011,3,Ole Miss,MISS,2010,18
Bo Wallace,DUAL,2011,3,Ole Miss,MISS,2010,22
Chandler Whitmer,PRO,2011,3,UConn,CONN,2010,9
Devin Smith,OT,2011,3,Wisconsin,WISC,2010,0
Devin Smith,WR,2015,2,Wisconsin,WISC,2015,0
Devin Smith,WR,2020,3,Wisconsin,WISC,2020,0
Devin Smith,LB,2021,3,Wisconsin,WISC,2020,0
Eddie Lackey,OLB,2011,3,Baylor,BAY,2010,2
Cameron Coffman,DUAL,2011,3,Wyoming,WYO,2010,18
Cameron Coffman,DUAL,2011,3,Indiana,IND,2010,15
Cody Sokol,PRO,2011,3,Louisiana Tech,LT,2010,30
David Fales,PRO,2011,2,San Jose State,SJSU,2010,33
David Mayo,ILB,2011,2,Texas State,TXST,2010,0
Briean Boddy-Calhoun,CB,2011,2,Minnesota,MINN,2010,0
Briean Boddy-Calhoun,CB,2011,2,Minnesota,MINN,2010,1
Andrew McDonald,PRO,2011,2,New Mexico State,NMST,2010,15
Will Scott,P,2011,2,Troy,TROY,2010,0
Travis Coons,K,2011,2,Washington,WASH,2010,0
Ikaika Woolsey,PRO,2011,2,Hawaii,HAW,2010,13
Tim Brown,ILB,2011,2,Eastern Michigan,RUT,2010,9
Gerod Holliman,S,2011,4,Louisville,LOU,2010,1
Joe Williams,RB,2011,2,UConn,BAY,2010,0
Joe Williams,S,2014,2,Alabama State,BAY,2014,0
Tyler Matakevich,OLB,2011,2,Temple,TEM,2010,0
Vernon Hargreaves III,CB,2013,5,Florida,FLA,2013,0
Su'a Cravens,S,2013,5,USC,USC,2013,0
Derrick Henry,ATH,2013,5,Alabama,ALA,2013,11
Derrick Henry,ATH,2013,5,Alabama,ALA,2013,28
Derrick Henry,ATH,2013,5,Alabama,ALA,2013,0
Christian Hackenberg,PRO,2013,5,Penn State,PSU,2013,20
Christian Hackenberg,PRO,2013,5,Penn State,PSU,2013,12
Christian Hackenberg,PRO,2013,5,Penn State,PSU,2013,16
Laquon Treadwell,WR,2013,5,Ole Miss,MISS,2013,5
Laquon Treadwell,WR,2013,5,Ole Miss,MISS,2013,11
Kendall Fuller,CB,2013,5,Virginia Tech,VT,2013,0
Kelvin Taylor,RB,2013,5,Florida,FLA,2013,13
Vonn Bell,S,2013,5,Ohio State,OSU,2013,0
Alex Collins,RB,2013,4,Arkansas,ARK,2013,4
Alex Collins,RB,2013,4,Arkansas,ARK,2013,12
Alex Collins,RB,2013,4,Arkansas,ARK,2013,20
Alex Collins,RB,2013,4,Arkansas,ARK,2013,0
Adam Breneman,TE,2013,4,UMass,MASS,2013,8
Adam Breneman,TE,2013,4,UMass,MASS,2013,4
Taquan Mizzell,APB,2013,4,Virginia,UVA,2013,4
Taquan Mizzell,APB,2013,4,Virginia,UVA,2013,5
Stacy Coley,WR,2013,4,Miami,MIA,2013,9
Ezekiel Elliott,APB,2013,4,Ohio State,OSU,2013,14
Ezekiel Elliott,APB,2013,4,Ohio State,OSU,2013,23
Ezekiel Elliott,APB,2013,4,Ohio State,OSU,2013,0
Shane Morris,PRO,2013,4,Central Michigan,CMU,2013,27
Demarcus Robinson,WR,2013,4,Florida,FLA,2013,7
ArDarius Stewart,ATH,2013,4,Alabama,ALA,2013,4
Justin Davis,RB,2013,4,USC,USC,2013,7
Justin Davis,WR,2015,2,USC,USC,2015,7
Artie Burns,S,2013,4,Miami,MIA,2013,0
Troy Williams,PRO,2013,4,Utah,UTAH,2013,15
Troy Williams,PRO,2015,3,Utah,UTAH,2015,15
Tarean Folston,RB,2013,4,Notre Dame,ND,2013,6
Keanu Neal,S,2013,4,Florida,FLA,2013,0
Tyler Boyd,WR,2013,4,Pittsburgh,PITT,2013,7
Tyler Boyd,WR,2013,4,Pittsburgh,PITT,2013,8
Tyler Boyd,WR,2013,4,Pittsburgh,PITT,2013,6
Terrell Newby,RB,2013,4,Nebraska,NEB,2013,7
J.T. Barrett,DUAL,2013,4,Ohio State,OSU,2013,34
J.T. Barrett,DUAL,2013,4,Ohio State,OSU,2013,24
J.T. Barrett,DUAL,2013,4,Ohio State,OSU,2013,35
J.T. Barrett,DUAL,2013,4,Ohio State,OSU,2013,11
J.T. Barrett,DUAL,2013,4,Ohio State,OSU,2013,12
John Johnson,CB,2013,4,Boston College,BC,2013,0
John Johnson,S,2013,2,Boston College,BC,2013,0
John Johnson,ATH,2014,2,Boston College,BC,2014,0
Tyree Robinson,ATH,2013,4,Western Kentucky,WKU,2013,0
Corey Clement,RB,2013,4,Wisconsin,WISC,2013,9
Corey Clement,RB,2013,4,Wisconsin,WISC,2013,15
Corey Clement,RB,2013,4,Wisconsin,WISC,2013,0
Gareon Conley,CB,2013,4,Ohio State,OSU,2013,0
Cole Luke,CB,2013,4,Notre Dame,ND,2013,0
LaQuvionte Gonzalez,WR,2013,4,Kansas,KAN,2013,3
Joshua Dobbs,PRO,2013,4,Tennessee,TENN,2013,15
Joshua Dobbs,PRO,2013,4,Tennessee,TENN,2013,27
Jeremy Johnson,PRO,2013,4,SMU,SMU,2013,6
Jeremy Johnson,PRO,2013,4,SMU,SMU,2013,3
Fred Ross,WR,2013,4,Mississippi State,MSST,2013,5
Fred Ross,WR,2013,4,Mississippi State,MSST,2013,12
Kyle Hicks,RB,2013,4,TCU,TCU,2013,12
Darren Carrington,WR,2013,4,Utah,UTAH,2013,6
Tyrone Swoopes,ATH,2013,4,Texas,TEX,2013,13
Mitch Trubisky,DUAL,2013,4,North Carolina,UNC,2013,30
Anthony Jennings,PRO,2013,4,Louisiana,LA,2013,11
Jared Goff,PRO,2013,4,California,CAL,2013,18
Jared Goff,PRO,2013,4,California,CAL,2013,35
Jared Goff,PRO,2013,4,California,CAL,2013,43
Isaiah Jones,WR,2013,4,East Carolina,ECU,2013,5
Isaiah Jones,WR,2013,4,East Carolina,ECU,2013,8
Isaiah Jones,WR,2015,3,East Carolina,ECU,2015,5
Isaiah Jones,WR,2015,3,East Carolina,ECU,2015,8
Isaiah Jones,DT,2016,2,East Carolina,ECU,2015,5
Isaiah Jones,DT,2016,2,East Carolina,ECU,2015,8
Isaiah Jones,DUAL,2018,3,East Carolina,ECU,2018,5
Isaiah Jones,DUAL,2018,3,East Carolina,ECU,2018,8
Isaiah Jones,CB,2020,2,East Carolina,ECU,2020,5
Isaiah Jones,CB,2020,2,East Carolina,ECU,2020,8
Isaiah Jones,LB,2021,3,East Carolina,ECU,2020,5
Isaiah Jones,LB,2021,3,East Carolina,ECU,2020,8
Jordan Wilkins,APB,2013,4,Ole Miss,MISS,2013,9
Jayron Kearse,ATH,2013,4,Clemson,CLEM,2013,0
Mike Williams,WR,2013,4,Clemson,CLEM,2013,6
Mike Williams,WR,2013,4,Clemson,CLEM,2013,11
Mike Williams,DT,2013,2,Clemson,CLEM,2013,6
Mike Williams,DT,2013,2,Clemson,CLEM,2013,11
Mike Williams,WR,2014,2,Clemson,CLEM,2014,6
Mike Williams,WR,2014,2,Clemson,CLEM,2014,11
Mike Williams,OT,2015,2,Clemson,CLEM,2015,6
Mike Williams,OT,2015,2,Clemson,CLEM,2015,11
Mike Williams,S,2016,2,Clemson,CLEM,2015,6
Mike Williams,S,2016,2,Clemson,CLEM,2015,11
Mike Williams,WR,2018,3,Clemson,CLEM,2018,6
Mike Williams,WR,2018,3,Clemson,CLEM,2018,11
Jeremy Cutrer,S,2013,4,Middle Tennessee,MTSU,2013,0
Jeremy Cutrer,S,2015,3,Middle Tennessee,MTSU,2015,0
Kenny Hill,DUAL,2013,4,Texas A&M,TAMU,2013,23
Kenny Hill,DUAL,2013,4,TCU,TCU,2013,17
Kenny Hill,DUAL,2013,4,TCU,TCU,2013,23
Marcell Ateman,WR,2013,4,Oklahoma State,OKST,2013,8
Kermit Whitfield,WR,2013,4,Florida State,FSU,2013,6
John Ross,WR,2013,4,Washington,WASH,2013,17
John Ross,WR,2013,4,Washington,WASH,2013,0
Danny Etling,PRO,2013,4,Purdue,PUR,2013,10
Danny Etling,PRO,2013,4,LSU,LSU,2013,11
Danny Etling,PRO,2013,4,LSU,LSU,2013,16
Wayne Gallman,OLB,2013,4,Clemson,CLEM,2013,13
Wayne Gallman,OLB,2013,4,Clemson,CLEM,2013,17
Wayne Gallman,OLB,2013,4,Clemson,CLEM,2013,0
Austin Allen,PRO,2013,4,Arkansas,ARK,2013,25
Austin Allen,TE,2016,3,Arkansas,ARK,2015,25
Anu Solomon,DUAL,2013,3,Arizona,ARIZ,2013,28
Anu Solomon,DUAL,2013,3,Arizona,ARIZ,2013,20
Eddie Jackson,ATH,2013,3,Alabama,ALA,2013,2
Eddie Jackson,S,2020,3,Alabama,ALA,2020,2
William Likely,ATH,2013,3,Maryland,MD,2013,2
Derek Babiash,CB,2013,3,San Diego State,SDSU,2013,0
Rodney Adams,WR,2013,3,South Florida,USF,2013,5
Corey Robinson,WR,2013,3,Troy,TROY,2013,20
Corey Robinson,WR,2013,3,Troy,TROY,2013,28
Corey Robinson,WR,2013,3,Troy,TROY,2013,21
Corey Robinson,WR,2013,3,Troy,TROY,2013,12
Godwin Igwebuike,ATH,2013,3,Northwestern,NW,2013,0
Skai Moore,OLB,2013,3,South Carolina,SCAR,2013,0
Riley Ferguson,PRO,2013,3,Memphis,MEM,2013,32
Riley Ferguson,PRO,2013,3,Memphis,MEM,2013,38
Riley Ferguson,PRO,2015,3,Memphis,MEM,2015,32
Riley Ferguson,PRO,2015,3,Memphis,MEM,2015,38
Lavon Coleman,RB,2013,3,Washington,WASH,2013,7
Sefo Liufau,DUAL,2013,3,Colorado,COL,2013,12
Sefo Liufau,DUAL,2013,3,Colorado,COL,2013,28
Sefo Liufau,DUAL,2013,3,Colorado,COL,2013,9
Sefo Liufau,DUAL,2013,3,Colorado,COL,2013,11
DaeSean Hamilton,WR,2013,3,Penn State,PSU,2013,2
Brandon Facyson,CB,2013,3,Virginia Tech,VT,2013,0
Pharoh Cooper,ATH,2013,3,South Carolina,SCAR,2013,9
Pharoh Cooper,ATH,2013,3,South Carolina,SCAR,2013,8
Dylan Cantrell,WR,2013,3,Texas Tech,TTU,2013,8
Dylan Cantrell,WR,2013,3,Texas Tech,TTU,2013,7
Ryan Switzer,ATH,2013,3,North Carolina,UNC,2013,4
Ryan Switzer,ATH,2013,3,North Carolina,UNC,2013,6
Peyton Barber,RB,2013,3,Auburn,AUB,2013,13
Chucky Williams,ATH,2013,3,Louisville,LOU,2013,0
Jesus Wilson,WR,2013,3,Florida State,FSU,2013,3
Johnny Jefferson,RB,2013,3,Baylor,BAY,2013,8
Davis Webb,PRO,2013,3,Texas Tech,TTU,2013,20
Davis Webb,PRO,2013,3,Texas Tech,TTU,2013,24
Davis Webb,PRO,2013,3,California,CAL,2013,37
Sojourn Shelton,CB,2013,3,Wisconsin,WISC,2013,0
Brogan Roback,PRO,2013,3,Eastern Michigan,EMU,2013,16
Brogan Roback,PRO,2013,3,Eastern Michigan,EMU,2013,18
Brogan Roback,PRO,2013,3,Eastern Michigan,EMU,2013,19
J'Mon Moore,WR,2013,3,Missouri,MIZZ,2013,8
J'Mon Moore,WR,2013,3,Missouri,MIZZ,2013,10
Fred Coppet,RB,2013,3,Bowling Green,BGSU,2013,5
Fred Coppet,RB,2013,3,Bowling Green,BGSU,2013,8
Kevin King,CB,2013,3,Washington,WASH,2013,0
Chris Laviano,PRO,2013,3,Rutgers,RUT,2013,16
Cameron Sutton,ATH,2013,3,Tennessee,TENN,2013,0
Channing Stribling,ATH,2013,3,Michigan,MICH,2013,1
Ryan Finley,PRO,2013,3,NC State,NCST,2013,18
Ryan Finley,PRO,2013,3,NC State,NCST,2013,17
Ryan Finley,PRO,2013,3,NC State,NCST,2013,25
John O'Korn,PRO,2013,3,Houston,HOU,2013,28
Nate Andrews,CB,2013,3,Florida State,FSU,2013,1
Chris Thompson,WR,2013,3,Florida,FSU,2013,6
Dalyn Dawkins,RB,2013,3,Colorado State,CSU,2013,2
Dalyn Dawkins,RB,2013,3,Colorado State,CSU,2013,4
Dalyn Dawkins,RB,2013,3,Colorado State,CSU,2013,8
Nate Gerry,ATH,2013,3,Nebraska,NEB,2013,0
Andrew Motuapuaka,OLB,2013,3,Virginia Tech,VT,2013,0
Matt Miller,SDE,2013,3,Boise State,BSU,2013,12
Matt Miller,SDE,2013,3,Boise State,BSU,2013,9
Matt Miller,SDE,2013,3,Boise State,BSU,2013,5
Wendell Smallwood,APB,2013,3,West Virginia,WVU,2013,9
Jadar Johnson,S,2013,3,Clemson,CLEM,2013,0
Josh Jones,S,2013,3,NC State,NCST,2013,0
Josh Jones,OT,2015,3,NC State,NCST,2015,0
Josh Jones,WDE,2016,2,NC State,NCST,2015,0
Kyle Queiro,ATH,2013,3,Northwestern,NW,2013,1
Bryce Bobo,WR,2013,3,Colorado,COL,2013,5
Quincy Mauger,S,2013,3,Georgia,UGA,2013,0
Daryl Worley,S,2013,3,West Virginia,WVU,2013,0
Austin Davis,OC,2013,3,Southern Mississippi,USM,2013,20
Austin Davis,OC,2013,3,Southern Mississippi,USM,2013,30
Austin Davis,RB,2014,2,Southern Mississippi,USM,2014,20
Austin Davis,RB,2014,2,Southern Mississippi,USM,2014,30
Austin Davis,TE,2015,2,Southern Mississippi,USM,2015,20
Austin Davis,TE,2015,2,Southern Mississippi,USM,2015,30
Devin Ross,WR,2013,3,Colorado,COL,2013,5
Josh Thomas,OT,2013,3,Appalachian State,APST,2013,0
Josh Thomas,OLB,2016,2,Appalachian State,APST,2015,0
Tedric Thompson,S,2013,3,Colorado,COL,2013,0
De'Runnya Wilson,WR,2013,3,Mississippi State,MSST,2013,10
Jordan Evans,OLB,2013,3,Oklahoma,OKLA,2013,2
Richard Lagow,PRO,2013,3,Indiana,IND,2013,19
Richard Lagow,PRO,2013,3,Indiana,IND,2013,15
Richard Lagow,PRO,2015,3,Indiana,IND,2015,19
Richard Lagow,PRO,2015,3,Indiana,IND,2015,15
Evan Engram,WR,2013,3,Ole Miss,MISS,2013,8
Greg Ward Jr.,WR,2013,3,Houston,HOU,2013,12
Greg Ward Jr.,WR,2013,3,Houston,HOU,2013,17
Greg Ward Jr.,WR,2013,3,Houston,HOU,2013,22
Greg Ward Jr.,WR,2013,3,Houston,HOU,2013,21
Greg Ward Jr.,WR,2013,3,Houston,HOU,2013,0
Aarion Penton,ATH,2013,3,Missouri,MIZZ,2013,1
Heath Harding,ATH,2013,3,Miami (OH),MIOH,2013,0
Elijah McGuire,RB,2013,3,Louisiana-Lafayette,ULL,2013,8
Elijah McGuire,RB,2013,3,Louisiana-Lafayette,ULL,2013,14
Elijah McGuire,RB,2013,3,Louisiana-Lafayette,ULL,2013,13
Elijah McGuire,RB,2013,3,Louisiana,LA,2013,7
Elijah McGuire,RB,2013,3,Louisiana-Lafayette,ULL,2013,0
River Cracraft,WR,2013,3,Washington State,WSU,2013,8
Baker Mayfield,PRO,2013,3,Texas Tech,TTU,2013,12
Baker Mayfield,PRO,2013,3,Oklahoma,OKLA,2013,36
Baker Mayfield,PRO,2013,3,Oklahoma,OKLA,2013,40
Baker Mayfield,PRO,2013,3,Oklahoma,OKLA,2013,43
Donovan Wilson,RB,2013,3,Texas A&M,TAMU,2013,1
Donovan Wilson,S,2014,3,Texas A&M,TAMU,2014,1
Drew Wolitarsky,WR,2013,3,Minnesota,MINN,2013,5
James Conner,OLB,2013,3,Pittsburgh,PITT,2013,8
James Conner,OLB,2013,3,Pittsburgh,PITT,2013,26
James Conner,OLB,2013,3,Pittsburgh,PITT,2013,16
James Conner,OLB,2013,3,Pittsburgh,PITT,2013,0
Daniel Carlson,K,2013,3,Auburn,AUB,2013,0
Kurt Benkert,PRO,2013,3,Virginia,UVA,2013,21
Kurt Benkert,PRO,2013,3,Virginia,UVA,2013,25
Nick Stevens,PRO,2013,3,Colorado State,CSU,2013,21
Nick Stevens,PRO,2013,3,Colorado State,CSU,2013,19
Nick Stevens,PRO,2013,3,Colorado State,CSU,2013,29
Josh Reynolds,WR,2013,3,Texas A&M,TAMU,2013,12
Josh Reynolds,WR,2014,3,Texas A&M,TAMU,2014,12
Harrison Butker,K,2013,3,Georgia Tech,GT,2013,0
Victor Bolden,WR,2013,3,Oregon State,ORST,2013,2
Matt Anderson,K,2013,3,California,CAL,2013,0
Matt Anderson,TE,2015,1,California,CAL,2015,0
Matt Anderson,S,2016,2,California,CAL,2015,0
Nic Shimonek,PRO,2013,3,Texas Tech,TTU,2013,33
Phillip Lindsay,APB,2013,3,Colorado,COL,2013,16
Phillip Lindsay,APB,2013,3,Colorado,COL,2013,14
Phillip Lindsay,APB,2013,3,Colorado,COL,2013,0
Christian Kirk,OG,2013,3,Texas A&M,TAMU,2013,7
Christian Kirk,OG,2013,3,Texas A&M,TAMU,2013,9
Christian Kirk,OG,2013,3,Texas A&M,TAMU,2013,10
Christian Kirk,WR,2015,5,Texas A&M,TAMU,2015,7
Christian Kirk,WR,2015,5,Texas A&M,TAMU,2015,9
Christian Kirk,WR,2015,5,Texas A&M,TAMU,2015,10
Desmond King,RB,2013,3,Iowa,IOWA,2013,1
Conner Manning,PRO,2013,3,Georgia State,GAST,2013,16
Conner Manning,PRO,2013,3,Georgia State,GAST,2013,14
Daikiel Shorts,ATH,2013,3,West Virginia,WVU,2013,5
Jamal Morrow,APB,2013,3,Washington State,WSU,2013,0
Jamal Morrow,APB,2013,3,Washington State,WSU,2013,5
Tyler Winston,ATH,2013,3,San Jose State,SJSU,2013,5
Jerome Lane,S,2013,3,Akron,AKR,2013,6
Da'Mari Scott,WR,2013,3,Fresno State,FRES,2013,1
Justin Evans,OG,2013,3,Texas A&M,TAMU,2013,0
Justin Evans,S,2015,3,Texas A&M,TAMU,2015,0
Darius Phillips,WR,2013,3,Western Michigan,WMU,2013,1
Darius Phillips,WR,2013,3,Western Michigan,WMU,2013,3
Dallin Leavitt,S,2013,3,Utah State,USU,2013,0
Michael Geiger,K,2013,3,Michigan State,MSU,2013,0
Mark Chapman,ATH,2013,3,Central Michigan,CMU,2013,5
Mike White,PRO,2013,3,Western Kentucky,WKU,2013,37
Mike White,PRO,2013,3,Western Kentucky,WKU,2013,26
Corey Willis,WR,2013,3,Central Michigan,CMU,2013,9
Shaquill Griffin,CB,2013,3,Central Florida,UCF,2013,1
Ralph Webb,RB,2013,3,Vanderbilt,VAN,2013,4
Ralph Webb,RB,2013,3,Vanderbilt,VAN,2013,5
Ralph Webb,RB,2013,3,Vanderbilt,VAN,2013,13
Ralph Webb,RB,2013,3,Vanderbilt,VAN,2013,10
Deondre Singleton,CB,2013,3,Duke,DUKE,2013,0
Chris Blewitt,K,2013,3,Pittsburgh,PITT,2013,0
Demetrius Monday,CB,2013,3,Kent State,KENT,2013,1
Demetrius Monday,CB,2013,3,Kent State,KENT,2013,0
Xavier Woods,CB,2013,3,Louisiana Tech,LT,2013,2
Xavier Woods,CB,2013,3,Louisiana Tech,LT,2013,0
Hassan Childs,S,2013,3,South Florida,USF,2013,0
Kyle Kempt,PRO,2013,3,Iowa State,IAST,2013,15
Darren Andrews,WR,2013,3,UCLA,UCLA,2013,10
Cameron Van Winkle,K,2013,3,Washington,WASH,2013,0
Anthony Cioffi,APB,2013,3,Rutgers,RUT,2013,0
Damian Williams,DUAL,2013,3,Texas State,TXST,2013,12
Damian Williams,DUAL,2013,3,USC,USC,2013,6
Carlos Henderson,ATH,2013,3,Louisiana Tech,LT,2013,19
Carlos Henderson,ATH,2013,3,Louisiana Tech,LT,2013,0
Austin MacGinnis,K,2013,3,Kentucky,KY,2013,0
Keevan Lucas,WR,2013,3,Tulsa,TULS,2013,11
Keevan Lucas,WR,2013,3,Tulsa,TULS,2013,15
Keevan Lucas,WR,2013,3,Tulsa,TULS,2013,0
Jesse Ertz,PRO,2013,3,Kansas State,KSST,2013,9
Jesse Ertz,PRO,2013,3,Kansas State,KSST,2013,12
Isaiah Johnson,SDE,2013,3,Kansas,KAN,2013,0
Isaiah Johnson,S,2013,3,Kansas,KAN,2013,0
Isaiah Johnson,WR,2014,3,Kansas,KAN,2014,0
Isaiah Johnson,ILB,2015,2,Kansas,KAN,2015,0
Isaiah Johnson,WR,2015,3,Kansas,KAN,2015,0
Isaiah Johnson,DT,2016,3,Kansas,KAN,2015,0
Isaiah Johnson,ATH,2018,3,Kansas,KAN,2018,0
Isaiah Johnson,DT,2018,3,Kansas,KAN,2018,0
Isaiah Johnson,RB,2020,3,Kansas,KAN,2020,0
Isaiah Johnson,CB,2020,4,Kansas,KAN,2020,0
Isaiah Johnson,DL,2021,3,Kansas,KAN,2020,0
A.J. Jones,ATH,2013,3,Iowa,FLA,2013,0
Andrew Gantz,K,2013,3,Cincinnati,CINN,2013,0
Thomas Sperbeck,WR,2013,3,Boise State,BSU,2013,8
Thomas Sperbeck,WR,2013,3,Boise State,BSU,2013,9
Ben Grogan,K,2013,3,Oklahoma State,OKST,2013,0
Jowan Davis,RB,2013,3,Rice,RICE,2013,6
Brent Stockstill,DUAL,2013,3,Middle Tennessee,MTSU,2013,30
Brent Stockstill,DUAL,2013,3,Middle Tennessee,MTSU,2013,31
Brent Stockstill,DUAL,2013,3,Middle Tennessee,MTSU,2013,16
Brent Stockstill,DUAL,2013,3,Middle Tennessee,MTSU,2013,29
Cam Serigne,TE,2013,3,Wake Forest,WF,2013,5
Thomas Woodson,DUAL,2013,3,Akron,AKR,2013,16
Thomas Woodson,DUAL,2013,3,Akron,AKR,2013,18
Thomas Woodson,DUAL,2013,3,Akron,AKR,2013,14
Aaron Jones,ATH,2013,3,Texas-El Paso,UTEP,2013,4
Aaron Jones,ATH,2013,3,Texas-El Paso,UTEP,2013,11
Aaron Jones,ATH,2013,3,Texas-El Paso,UTEP,2013,17
Aaron Jones,ATH,2013,3,Texas-El Paso,BAY,2013,0
Aaron Jones,ATH,2013,3,Texas-El Paso,UTEP,2013,0
Aaron Jones,ATH,2015,2,Texas-El Paso,UTEP,2015,4
Aaron Jones,ATH,2015,2,Texas-El Paso,UTEP,2015,11
Aaron Jones,ATH,2015,2,Texas-El Paso,UTEP,2015,17
Aaron Jones,ATH,2015,2,Baylor,BAY,2015,0
Aaron Jones,ATH,2015,2,Texas-El Paso,UTEP,2015,0
Aaron Jones,RB,2020,3,Texas-El Paso,UTEP,2020,4
Aaron Jones,RB,2020,3,Texas-El Paso,UTEP,2020,11
Aaron Jones,RB,2020,3,Texas-El Paso,UTEP,2020,17
Aaron Jones,RB,2020,3,Baylor,BAY,2020,0
Aaron Jones,RB,2020,3,Texas-El Paso,UTEP,2020,0
Aaron Jones,DL,2021,3,Texas-El Paso,UTEP,2020,4
Aaron Jones,DL,2021,3,Texas-El Paso,UTEP,2020,11
Aaron Jones,DL,2021,3,Texas-El Paso,UTEP,2020,17
Aaron Jones,DL,2021,3,Baylor,BAY,2020,0
Aaron Jones,DL,2021,3,Texas-El Paso,UTEP,2020,0
Ty Cummings,K,2013,3,Houston,HOU,2013,0
Marcus Williams,RB,2013,3,Utah,UTAH,2013,0
Marcus Williams,WR,2014,3,Utah,UTAH,2014,0
Marcus Williams,WR,2015,2,Utah,UTAH,2015,0
Marcus Williams,WDE,2018,2,Utah,UTAH,2018,0
Marcus Williams,OT,2019,3,Utah,UTAH,2019,0
Marcus Williams,S,2020,3,Utah,UTAH,2020,0
Teriyon Gipson,ATH,2013,3,New Mexico,UNM,2013,8
Teriyon Gipson,ATH,2013,3,New Mexico,UNM,2013,6
Teriyon Gipson,ATH,2013,3,New Mexico,UNM,2013,13
Rashard Higgins,WR,2013,3,Colorado State,CSU,2013,6
Rashard Higgins,WR,2013,3,Colorado State,CSU,2013,17
Rashard Higgins,WR,2013,3,Colorado State,CSU,2013,8
Rashard Higgins,WR,2013,3,Colorado State,CSU,2013,0
Anthony Johnson,OLB,2013,3,Buffalo,BUFF,2013,14
Anthony Johnson,OLB,2013,3,Buffalo,BUFF,2013,11
Anthony Johnson,OLB,2013,3,Buffalo,BUFF,2013,0
Anthony Johnson,SDE,2014,2,Buffalo,BUFF,2014,14
Anthony Johnson,SDE,2014,2,Buffalo,BUFF,2014,11
